id,name,风格,风格_multi,风格_证据,风格_关键词,产品,产品_multi,产品_证据,产品_关键词,工艺,工艺_multi,工艺_证据,工艺_关键词,风味,风味_multi,风味_证据,风味_关键词,经营,经营_multi,经营_证据,经营_关键词,价格带,价格_置信,区,商圈,评分,评论数,外卖,团购,分店数,菜品摘要,brand_product,conflict
GawA85q1I5wKLpdR,松花蛋爆浆豆腐,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,经开区,,,1,,0,,,
l5u1LcLRu0k3gJqq,夸父炸串(郑州管城盛华里店),中式,False,C:品牌映射,brand:夸父,鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:夸父,生炸/现炸,False,C:品牌映射,brand:夸父,香辣,False,C:品牌映射,brand:夸父,档口/摊位,False,C:品牌映射,brand:夸父,20-30,A,管城回族区,经开区,,,1,1,0,甜甜玉米粒_麦穗鸡柳串_生炸鸡架_鱿鱼龙爪须_生炸鸡腿_真牛牛肉串_童年淀粉肠_包浆豆腐串_拉丝芝士热狗棒_台式炸烤肠,,
H5XhZvTdcZQZZYRt,吉哒哒生炸鸡架(盛华里店),Unknown,False,D:无证据,,鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,鸡腿;鸡架;鸡柳;鸡胗,裹粉炸,True,A:菜品直接证据,酥炸;生炸,原味+香辣,True,A:菜品直接证据,香酥;香辣,含团购,False,B:团购字段,1,<10,A,管城回族区,经开区,口味:3.5 环境:3.6 服务:3.6,6,,1,0,招牌生炸鸡架_元气鸡腿肉_香辣鸡龙骨肉_酥脆杏鲍菇_香酥炸鸡柳_弹脆鸡胗_生炸鸡叉骨_焦香鸡软骨_架豆王_究极猪排骨,,
G7yQIUQeMDfjcZbL,满巍明生炸鸡架(中建七局大厦店),中式,False,C:品牌映射,brand:满巍明,鸡腿+鸡架/锁骨/叉骨+鸡脖/其他部位,True,C:品牌映射,brand:满巍明,生炸/现炸,False,C:品牌映射,brand:满巍明,香辣,False,C:品牌映射,brand:满巍明,档口/摊位,False,C:品牌映射,brand:满巍明,15-20,A,管城回族区,经开区,口味:3.8 环境:3.9 服务:3.9,9,1,1,19,生炸鸡架_脆皮小鸡腿_巨炸甘梅地瓜_活力杏鲍菇_超级鸡叉骨_究极鸡腿肉_美味脆鸡胗,,
G8DeHZHJhptoX6GB,頑叔吮指炸鸡(頑叔吮指炸鸡店),美式/西式,False,C:店名推断,吮指,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,经开区,,,1,,0,,,
G5uoVIDcM5Ag8Ndh,久味香酥鸡香酥鸭(宏光合园店),中式,False,C:店名推断,香酥鸡,整鸡/大单品,False,C:店名推断,香酥鸡,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,香酥,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,管城回族区,经开区,,,1,1,0,香酥手撕鸡【整只】,,
jdrdLcxGwAMKRb6h,柒巷炸鸡炸货,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,10-15,A,管城回族区,经开区,口味:3.4 环境:3.4 服务:3.4,,1,,0,,,
jtzGFnBwxyCHrs7H,苏氏鲜炸鸡(远大理想城店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,生炸/现炸,False,C:店名推断,鲜炸,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,管城回族区,经开区,口味:3.5 环境:3.5 服务:3.5,1,,,0,,,
l6Tciydq6BuDQJnK,周土土炸鸡(橄榄城店),Unknown,False,D:无证据,,鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,翅尖;鸡块,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,二七区,橄榄城,,,1,1,0,鸡脆骨_炸鸡三拼_藤椒翅尖_锅巴鸡块,,
l1Co2EjPMI3GJzDd,三川韩式炸鸡(橄榄城店),韩式,False,A:菜品直接证据,甜辣炸鸡,鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡翅;鸡块,Unknown,False,D:无证据,,香辣+甜辣+芥末,True,A:菜品直接证据,香辣;甜辣;芥末,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,10-15,A,二七区,橄榄城,,,1,1,0,琥珀甜辣炸鸡翅根_蜂蜜芥末年糕_琥珀甜辣炸鸡无骨肉_口味自选炸鸡无骨肉_香辣年糕_香辣炸鸡_琥珀甜辣炸鸡_口味自选炸鸡翅根_琥珀甜辣年糕_无骨鸡块,,
kasfmBEpiljoqr4k,饭小溪韩式炸鸡(橄榄城店),韩式,False,C:店名推断,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,二七区,橄榄城,,,1,,0,,,
l4yCVKzt4WZorZQU,正新鸡排·炸鸡烧烤(郑州乐享茂店),美式/西式,False,C:品牌映射,brand:正新,鸡排,False,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,二七区,橄榄城,口味:3.3 环境:3.2 服务:3.3,98,1,1,0,爆料鸡排_正新大烤肠_中国鸡排汉堡_香辣鸡排套,,
k2ByIJoEwHEjypqt,王师傅脆皮香酥鸡鸭深海炸鱼,中式,True,A:菜品直接证据,香酥鸡;双拼,整鸡/大单品+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,香酥鸡;鸡块,裹粉炸,False,C:店名推断,脆皮,原味+香辣,True,A:菜品直接证据,香酥;香辣,含团购,False,B:团购字段,1,15-20,A,二七区,橄榄城,,,,1,0,招牌香酥鸭_招牌香酥鸡_香辣鸡块_无骨鸡柳_鸡鸭双拼_黄金地瓜丸_营养小泥鳅_招牌鳕鱼排_招牌带鱼段,,
l7glALPuB6Kapdi8,菜源香串串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中原区,月季公园,,,,,0,,,
H5q09MpIBqi3vNh9,南小桥炸货铺子,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,档口/摊位,False,C:店名推断,铺子,Unknown,D,中原区,月季公园,,,,,0,,,
kadD5TZ04Jierhm2,汴梁炸鸡百果茶,中式,False,C:店名推断,汴梁,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,中原区,月季公园,,,,1,0,清兰百香果_手摇青提冰茶_青兰百香果,,
H5881DPOyz68qIc8,烤肉炸鸡拌饭,Unknown,False,D:无证据,,鸡排,False,A:菜品直接证据,鸡排,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外带,False,C:店名推断,烤肉,10-15,A,金水区,柳林刘庄,口味:4.0 环境:4.0 服务:4.0,5,1,1,0,鸡排烤肉拌饭_鸡排烤肉熏鸭拌饭_熏鸭拌饭_鸡排拌饭,,
G1YzgLF4RrhhQWbJ,疯狂炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,15-20,A,二七区,橄榄城,,,,,0,,,
G1C17dwPnt7KXhIo,炸鸡皇后,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,金水区,柳林刘庄,,,,,0,,,
jz5ZtNZxnC1ghdnw,鸡薯于你,Unknown,False,D:无证据,,鸡排,False,A:菜品直接证据,鸡排,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,金水区,祭城/大旺城,,2,1,1,0,大的鸡排_比脸还大的鸡排,,
H2i9k3qXsnysXBLJ,MOVE韩式炸鸡·料理,韩式,False,C:店名推断,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,金水区,祭城/大旺城,,1,1,,0,欧芹YYDS,,
k7KhYDl7etgz0OK1,祥瑞酥叉骨炸鸡,Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,C:店名推断,叉骨,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,福都生活广场,,,1,,0,,,
G9sinBQMkPAixaLG,夸父炸串(高新正弘汇店),中式,False,C:品牌映射,brand:夸父,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨,True,C:品牌映射,brand:夸父,生炸/现炸,False,C:品牌映射,brand:夸父,香辣,False,C:品牌映射,brand:夸父,档口/摊位,False,C:品牌映射,brand:夸父,15-20,A,中原区,科学大道,口味:3.6 环境:3.6 服务:3.6,42,,,2,夸父大里脊_开花火腿肠_酸豆角苕皮串_生炸鸡架_生炸鸡腿_童年淀粉肠_轰炸大鱿鱼_嫩嫩鸡肉串_甜甜玉米粒_水磨大年糕,,
G4bE46nGGjE3gWwi,鸡柳大人(福都百货店),中式,False,C:品牌映射,brand:鸡柳大人,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:鸡柳大人,生炸/现炸,False,C:品牌映射,brand:鸡柳大人,椒盐,False,C:品牌映射,brand:鸡柳大人,档口/摊位,False,C:品牌映射,brand:鸡柳大人,15-20,A,管城回族区,福都生活广场,,,,,38,,,
k7pia9Ke8Cr40eSL,田记油炸毛蛋,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,香辣+孜然,True,A:菜品直接证据,麻辣;孜然,含团购,False,B:团购字段,1,Unknown,D,金水区,祭城/大旺城,,3,,1,0,油炸孜然毛蛋_油炸麻辣毛蛋,,
l3ljPZ9bRETlA5zt,飞火的炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,金水区,省电视台,,,,,0,,,
k1XxWTzmDX5hWiZ1,油炸毛蛋,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,香辣+孜然,True,A:菜品直接证据,麻辣;孜然,含团购,False,B:团购字段,1,Unknown,D,金水区,祭城/大旺城,,,,1,0,油炸孜然毛蛋_油炸麻辣毛蛋,,
G9A9zdRWbHNxUl6d,极味功坊杂货铺(盛华里店),Unknown,False,D:无证据,,鸡翅+鸡架/锁骨/叉骨,True,A:菜品直接证据,全翅;叉骨,裹粉炸,False,A:菜品直接证据,脆皮,原味+香辣+椒盐,True,A:菜品直接证据,香酥;香辣;椒盐,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,管城回族区,经开区,口味:3.6 环境:3.6 服务:3.6,,1,1,0,爆脆霸王腿_浪花海鲜菇_黄金脆皮大全翅_五香秘制叉骨_焦炸平菇_酥炸南瓜块_爆汁杏鲍菇_香酥油炸大虾_香辣秘制叉骨_椒盐土豆条,,
H69Jx9Tjn10sLlok,Soonsoo韩国精品炸鸡(正弘汇店),韩式,False,C:品牌映射,brand:Soonsoo,整鸡/大单品,False,C:品牌映射,brand:Soonsoo,裹粉炸,False,C:品牌映射,brand:Soonsoo,蒜香+甜辣+酱香,True,C:品牌映射,brand:Soonsoo,堂食+外带,False,C:品牌映射,brand:Soonsoo,30-50,A,中原区,科学大道,口味:3.9 环境:3.8 服务:3.8,12,1,1,0,蜂蜜脆皮_青阳美乃滋_黄金蒜蓉_蜂蜜酱油炸鸡_苹果杏仁_薯格拼盘_招牌_松松炸年糕_黄油洋葱_安东火鸡,,
l2gWTl85g3DnGnRT,黎太院炸鸡无限自助,韩式,False,C:品牌映射,brand:黎太院,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:黎太院,裹粉炸,False,C:品牌映射,brand:黎太院,甜辣,False,C:品牌映射,brand:黎太院,堂食+外带,False,C:品牌映射,brand:黎太院,20-30,A,管城回族区,福都生活广场,口味:3.5 环境:3.5 服务:3.5 品种:3.5,8,,,0,,,
G5gu4DjqPbXKsRof,凯尚达炸鸡(高新万科店),美式/西式,False,C:品牌映射,brand:凯尚达,整鸡/大单品+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:凯尚达,裹粉炸,False,C:品牌映射,brand:凯尚达,原味+酸甜,True,C:品牌映射,brand:凯尚达,档口/摊位,False,C:品牌映射,brand:凯尚达,10-15,A,中原区,科学大道,口味:3.7 环境:3.7 服务:3.7,6,1,1,0,招牌三合一_香酥鸡柳软糯年糕薯条三合一_特味鸡柳_三合一鸡柳薯条年糕_甘梅薯条_特味鸡柳雪花鸡柳拼盘,,
k4QMM45FEtREXBNR,周小燕炸鸡(富田九鼎华府店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,管城回族区,管城回族区,,,,,0,,,
l986OUxJwwr1T3tM,刘婉婉生炸妙龄鸡(东城花园店),中式,False,C:品牌映射,brand:刘婉婉,鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:刘婉婉,生炸/现炸,False,C:品牌映射,brand:刘婉婉,原味,False,C:品牌映射,brand:刘婉婉,档口/摊位,False,C:品牌映射,brand:刘婉婉,<10,A,登封市,登封市,口味:4.0 环境:4.0 服务:4.0,13,,1,4,鸡背肉_奶香地瓜条_叉骨_现炸黄金鸡柳_无骨上腿肉,,
H2S3H0E2mYFFGVIN,正新鸡排·炸鸡烧烤(告成大街店),美式/西式,False,C:品牌映射,brand:正新,整鸡/大单品+鸡翅+鸡排+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,登封市,登封市,,,1,1,0,中国鸡排汉堡_正新大烤肠_吮指鸡块_欢乐炸鸡桶_原味大鸡排_金锤翅根桶,,
ivvsPnzCJVQl2a32,正新鸡排·炸鸡烧烤(汉武路店),美式/西式,False,C:品牌映射,brand:正新,鸡排,False,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,登封市,登封市,,,1,,0,中国鸡排汉堡_正新大烤肠_爆料鸡排,,
k95cx1zg112nDBUY,酥小酥中式炸鸡汉堡,中式,False,C:店名推断,中式炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,登封市,登封市,,,1,,0,,,
l16xCz7tInPKI2DM,五元面条馆,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中牟县,白沙镇,,,,,0,,,
l7VNBX4Bmovs4bBZ,鸡柳大人(中牟郑州工商学院店),中式,False,C:品牌映射,brand:鸡柳大人,整鸡/大单品+鸡腿+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:鸡柳大人,生炸/现炸,False,C:品牌映射,brand:鸡柳大人,原味+蒜香+酱香,True,C:品牌映射,brand:鸡柳大人,档口/摊位,False,C:品牌映射,brand:鸡柳大人,10-15,A,中牟县,白沙镇,,,,,4,蜜汁鸡锁骨_香酥鸡烤饼_黑金鸡米花_鸡柳年糕薯条三合一_脆皮年糕_爆汁鸡腿_黄金鸡翅尖_香酥鸡柳_蒜香排骨_掌中宝,,
laokL5ftNPUg6ZGP,空空·烧饼炸串,韩式,False,C:品牌映射,brand:空空,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:空空,裹粉炸,False,C:品牌映射,brand:空空,甜辣,False,C:品牌映射,brand:空空,外卖型,False,C:品牌映射,brand:空空,Unknown,D,中原区,瑞达路沿线,,,,,0,,,
ka2YrpTExm29CdVV,蒜香中式炸鸡,中式,False,C:店名推断,中式炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,蒜香,False,C:店名推断,蒜香,含外卖,False,B:外卖字段,1,Unknown,D,登封市,登封一中/国际商贸城,,,1,,0,,,
G7dqkN4EDuBAHwbo,故事里·黄油芝士炸鸡火鸡面,韩式,False,C:店名推断,芝士炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,甜辣,False,C:店名推断,芝士,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,登封市,百货大楼/中天广场,,,1,1,0,虾皮茼蒿_线椒炒红薯杆_红烧大鲤鱼_青椒炒鸭蛋,,
H54tJc9rd7IgJp4T,炸串.勾魂小串,地方特色,False,A:菜品直接证据,广式,鸡排+鸡脖/其他部位,True,A:菜品直接证据,鸡排;鸡心,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,香酥,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,登封市,百货大楼/中天广场,,,1,1,0,哞哞小牛肉_香酥小鸡排_小鸡心_香嫩炸豆结_广式小腊肠_哞哞小肉串_爱心小莲藕片_脆口炸豆皮_脆脆金针菇_咯咯小鸡肉,,
k2R33V5fiCUltSkM,小申家甘梅薯条叉骨炸鸡,Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,C:店名推断,叉骨,Unknown,False,D:无证据,,酸甜,False,C:店名推断,甘梅,Unknown,False,D:无证据,,Unknown,D,登封市,百货大楼/中天广场,,,,,0,,,
HaWvha3Bea0g1fgz,郑昊明韩式炸鸡·火鸡面,韩式,False,C:店名推断,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,15-20,A,中牟县,白沙镇,,,1,,0,,,
G5LSrRvEqyVAVHOl,KimMin-Hee韩式炸鸡(白沙店),韩式,False,C:品牌映射,brand:KimMin-Hee,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:KimMin-Hee,裹粉炸,False,C:品牌映射,brand:KimMin-Hee,甜辣,False,C:品牌映射,brand:KimMin-Hee,外卖型,False,C:品牌映射,brand:KimMin-Hee,15-20,A,中牟县,白沙镇,,,1,1,0,,,
l37FkMkxd8m2vq9Z,老韩煸鸡·中国炸鸡(亚细亚卓悦城店),中式,False,C:店名推断,中国炸鸡,整鸡/大单品+鸡翅+鸡架/锁骨/叉骨,True,A:菜品直接证据,大鸡;翅根;鸡架,煸制,False,A:菜品直接证据,煸,香辣,False,A:菜品直接证据,辣子,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,二七区,西大街,口味:3.5 环境:3.5 服务:3.5,6,1,1,4,干煸牙签肉_干煸多肉叉骨_干煸大鸡架_招牌干煸脆脆骨_新品干煸筋棒腿_干煸辣子鸡贝贝_有骨辣子鸡_招牌无骨辣子鸡_新品干煸翅根_镇店之宝辣子贝贝,,
G9jbuDs8nO1V790t,疯狂炸肉(大上海城东太康路店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,二七区,西大街,,,,,0,,,
G1dXGDMZ1OPpGcB5,优品炸鸡炸鱼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中原区,西元国际广场,,,,,0,,,
laNSrW00yHDmLvKa,香酥炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,裹粉炸,False,C:店名推断,酥炸,原味,False,C:店名推断,香酥,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市,,,,,0,,,
G7dC6Fk12GxFY7e1,胖妮炸串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市,,,,,0,,,
H5EROw3PMvvgcbvF,佑味轩炸货铺,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,新密市,行政服务中心,,,1,,0,,,
H57MFkVctG2Ek8fP,Obligi Chicken韩式炸鸡(西亚斯店),韩式,False,A:菜品直接证据,韩式,整鸡/大单品,False,A:菜品直接证据,全鸡,Unknown,False,D:无证据,,蒜香+甜辣+酱香,True,A:菜品直接证据,蒜香;蜂蜜;酱油,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,新郑市,西亚斯大学,,,1,1,0,酥皮全鸡_韩式年糕条_蜂蜜柠檬_奶香芝士_蒜香酱油_清香柚子_韩式年糕,,
H5fLqwzGwSnvwmjp,老时光炸串,Unknown,False,D:无证据,,鸡排,False,A:菜品直接证据,鸡排,Unknown,False,D:无证据,,甜辣,True,A:菜品直接证据,芝士;菠萝,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市人民医院,,1,,,0,素鸡肠_弹力鱼棒_芝麻光饼串_竹笋串_红萝卜串_蕨菜串_黄瓜串_春卷炸排_彩沙拉丝芝士棒_藤椒鸡排,,
j3Z8Z3sf3191MvTz,瑞恒斋炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,20-30,A,新郑市,西亚斯大学,,,1,,0,,,
G5vCdoJ2erL5QjEe,姐妹花生炸鸡架(天悦湾店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,大鸡;鸡腿;鸡架;鸡柳;鸡胗,生炸/现炸,False,A:菜品直接证据,生炸,酸甜,False,A:菜品直接证据,甘梅,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,荥阳市,荥阳汽车站,口味:4.0 环境:4.0 服务:4.0,,1,1,0,生炸鸡架_生炸手枪腿_生炸大鸡腿_海苔鸡柳_柠檬爆汁鸡叉骨_甘梅薯条_鸡背肉_生炸鸡胗_生炸鸡背面肉_生炸鸡叉骨,,
H8RW4WsqjxqioFzg,刘婉婉生炸妙龄鸡(汜河路店),中式,False,C:品牌映射,brand:刘婉婉,鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:刘婉婉,生炸/现炸,False,C:品牌映射,brand:刘婉婉,原味,False,C:品牌映射,brand:刘婉婉,档口/摊位,False,C:品牌映射,brand:刘婉婉,<10,A,荥阳市,荥阳汽车站,,,,1,1,鸡背肉_叉骨_奶香地瓜条_无骨上腿肉_现炸黄金鸡柳,,
l9YuHwKHHPy337jo,张好炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳植物园,,,,,0,,,
l6Ld1CHIBwmWX8ip,贼喇香生炸鸡架,Unknown,False,D:无证据,,鸡腿+鸡架/锁骨/叉骨+鸡脖/其他部位,True,A:菜品直接证据,鸡腿;鸡架;鸡胗,生炸/现炸,False,A:菜品直接证据,生炸,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,荥阳市,荥阳汽车站,口味:3.4 环境:3.4 服务:3.4,,1,1,0,生炸鸡背肉_生炸鸡胗_不裹面粉生炸小鸡腿_生炸手枪腿_精品V型鸡叉骨_生炸鸡架_去骨鸡腿肉拼盘,,
GaKPOI6PONnQsN5n,炸鸡皇后(郑东商业中心店),复合型,False,A:菜品直接证据,摩登,整鸡/大单品+鸡腿,True,A:菜品直接证据,大鸡;鸡腿,煸制,False,A:菜品直接证据,煸,原味+甜辣+椒盐+酱香,True,A:菜品直接证据,原切;芝士;椒麻;奥尔良,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,管城回族区,郑州东站,口味:4.0 环境:4.0 服务:4.0,195,1,1,0,碱香椒麻大大鸡腿Q堡_干煸椒麻伴翅_碱香瀑布芝士牛肉Q堡_黄金厚切脆薯格_摩登可乐_原切焦脆洋葱圈_天妇罗蟹味柳_青桔柠檬汁_碱香奥尔良板烧Q堡_青花椒大鸡腿,,
l1J21ViH5u0BNHHO,真香脆皮炸鸡(康复前街店),中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡腿+鸡排+鸡架/锁骨/叉骨,True,A:菜品直接证据,香酥鸡;鸡腿;鸡排;叉骨,裹粉炸,False,C:店名推断,脆皮,原味,False,A:菜品直接证据,香酥,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,二七区,郑州大学,,,1,1,0,叉骨鸡排_无骨鸡腿块_香酥鸡排,,
k4Pbm0kUmNX4PC9B,自选菜,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,管城回族区,郑州东站,,,,,0,,,
l3hNkl6DINCnI0ny,喜胡同鲜炸鸡(康复前街店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡排+鸡架/锁骨/叉骨,True,A:菜品直接证据,全鸡;鸡腿;鸡排;鸡架,裹粉炸,True,A:菜品直接证据,脆皮;生炸,原味,False,A:菜品直接证据,香酥,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,二七区,郑州大学,口味:3.9 环境:3.9 服务:3.9,3,1,1,0,爆汁小鸡腿_生炸大鸡架_香酥平菇_鸡鲍鱼_香酥脆皮全鸡_焦香鸡叉骨_现做酸梅汤_心形大鸡排,,
l2B4WTlQhbJMYPzz,尕凤生炸鸡架,Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,C:店名推断,鸡架,生炸/现炸,False,C:店名推断,生炸,Unknown,False,D:无证据,,Unknown,False,D:无证据,,10-15,A,二七区,郑铁体育中心,,,,,0,,,
k15EJJz0lPUnXE7F,鸡排夫人,Unknown,False,D:无证据,,鸡排,False,C:店名推断,鸡排,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,二七区,郑铁体育中心,,,,,0,,,
H8vdrijFTORHzRpB,现酥记中国炸鸡,中式,False,C:店名推断,中国炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,二七区,郑铁体育中心,,,,,0,,,
jxveNv1FeybW65Sv,刘婉婉生炸妙龄鸡(郑州大学店),中式,False,C:品牌映射,brand:刘婉婉,整鸡/大单品+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,C:品牌映射,brand:刘婉婉,生炸/现炸,False,C:品牌映射,brand:刘婉婉,原味+香辣,True,C:品牌映射,brand:刘婉婉,档口/摊位,False,C:品牌映射,brand:刘婉婉,<10,A,中原区,郑州大学新校区,口味:3.5 环境:3.5 服务:3.5,15,1,1,12,鸡背肉_黄金鸡肉卷_无骨辣子鸡_妙龄鸡_鸡贝贝_生炸全鸡架_现炸黄金鸡柳_香酥炸鸡皮_奶香地瓜条_无骨上腿肉,,
